"id","updatedAt","createdAt","deletedAt","userId","projectId","title","description","status","priority","dueDate","assigneeId","order","isStarred"
"019c279a-4d5d-76aa-8140-dbd5290908ff","2026-02-04T07:42:29.725Z","2026-02-04T07:42:29.725Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Inform the user that a document within a runsheet got annotation updates","Imported from ClickUp

Original URL: https://app.clickup.com/t/8687f9jw1","backlog","medium",,,"73000","0"
"019c279a-4e03-7346-b4a6-b5b3326d5d56","2026-02-04T07:42:29.891Z","2026-02-04T07:42:29.891Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Check on Elastic Search Dashboard. Some queries seem to be failing","Imported from ClickUp

Original URL: https://app.clickup.com/t/8687v8k69","backlog","medium",,,"74000","0"
"019c279a-4eb0-74a9-aef1-320e0ba323c2","2026-02-04T07:42:30.064Z","2026-02-04T07:42:30.064Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Fork Label Studio","Imported from ClickUp

Original URL: https://app.clickup.com/t/8687zcazp","backlog","medium",,,"75000","0"
"019c279a-4f52-7278-bfee-0d4c4ce0f95a","2026-02-04T07:42:30.226Z","2026-02-04T07:42:30.226Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Make bounding boxes updatable after repositioning in document editor","Imported from ClickUp

Original URL: https://app.clickup.com/t/8687z3w7j","backlog","medium",,,"76000","0"
"019c279a-5009-71cb-b668-0582a0544590","2026-02-04T07:42:30.409Z","2026-02-04T07:42:30.409Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Investigate database options","Imported from ClickUp

Original URL: https://app.clickup.com/t/8687et4a0","backlog","medium",,,"77000","0"
"019c279a-50b2-7079-8cd9-8b9458ac300d","2026-02-04T07:42:30.578Z","2026-02-04T07:42:30.578Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","[Vanta] Remediate ""General security awareness training records tracked"" for Wes Bliss","Imported from ClickUp

Original URL: https://app.clickup.com/t/868839q8b","backlog","medium",,,"78000","0"
"019c279a-5157-70f0-90fb-16c4ca6fcb8a","2026-02-04T07:42:30.743Z","2026-02-04T07:42:30.743Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","[Vanta] Remediate ""General security awareness training records tracked"" for John Michael Wilshusen","Imported from ClickUp

Original URL: https://app.clickup.com/t/868839rwd","backlog","medium",,,"79000","0"
"019c279a-51fe-76ab-ada1-46f7f609cd9d","2026-02-04T07:42:30.910Z","2026-02-04T07:42:30.910Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Send alert to monitoring channel whenever deedparse fails to process a document","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688e15df","backlog","medium",,,"80000","0"
"019c279a-52a5-73ac-9885-0b536c1767f9","2026-02-04T07:42:31.077Z","2026-02-04T07:42:31.077Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","By default, Runsheet fields should hide Full Grantor and Full Grantee","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688d6f1j","backlog","medium",,,"81000","0"
"019c279a-534f-7383-ae77-9c625d4d1288","2026-02-04T07:42:31.247Z","2026-02-04T07:42:31.247Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Documents not showing if user has Annotator Role and its not assigned to any","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688dd355","backlog","medium",,,"82000","0"
"019c279a-53fc-7785-b323-5dc898697854","2026-02-04T07:42:31.420Z","2026-02-04T07:42:31.420Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Incorporate state court case search API for current owners","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688f40aa","backlog","medium",,,"83000","0"
"019c279a-54a0-752c-bd24-995b1b77f44e","2026-02-04T07:42:31.584Z","2026-02-04T07:42:31.584Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Mark property as SOLD","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688f8ny4","backlog","medium",,,"84000","0"
"019c279a-5556-7509-854c-036886ffbe0e","2026-02-04T07:42:31.766Z","2026-02-04T07:42:31.766Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Add possibility to allow checks for deals that are being evaluated but have not been acquired","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688f8pdt","backlog","medium",,,"85000","0"
"019c279a-562b-7748-abf7-6aee95e12e50","2026-02-04T07:42:31.979Z","2026-02-04T07:42:31.979Z",,"019c25bf-2c88-7317-a971-da87c8c8eebb","019c2785-c6c5-70cb-b572-b529dbbd0424","Add feature to detect/handle duplicate documents","Imported from ClickUp

Original URL: https://app.clickup.com/t/8688ne5zn","backlog","medium",,,"86000","0"
